"code";"description";"procurement_category";"name";"parent";"language_code"
"48516000-8";;"goods";"Pachete software pentru schimburi";"48510000-6";"ro"
"48516000-8";;"goods";"Пакеты программного обеспечения для обмена";"48510000-6";"ru"
"48517000-5";;"goods";"IT software package";"48510000-6";"en"
"48517000-5";;"goods";"Pachete software IT";"48510000-6";"ro"
"48517000-5";;"goods";"IT-пакеты программного обеспечения";"48510000-6";"ru"
"48518000-2";;"goods";"Emulation software package";"48510000-6";"en"
"48518000-2";;"goods";"Pachete software pentru emulaţii";"48510000-6";"ro"
"48518000-2";;"goods";"Пакеты программного обеспечения для эмуляции";"48510000-6";"ru"
"48519000-9";;"goods";"Memory-management software package";"48510000-6";"en"
"48519000-9";;"goods";"Pachete software de gestionare a memoriei";"48510000-6";"ro"
"48519000-9";;"goods";"Пакеты программного обеспечения для управления памятью";"48510000-6";"ru"
"48520000-9";;"goods";"Multimedia software package";"48500000-3";"en"
"48520000-9";;"goods";"Pachete software multimedia";"48500000-3";"ro"
"48520000-9";;"goods";"Мультимедийные пакеты программного обеспечения";"48500000-3";"ru"
"48521000-6";;"goods";"Music or sound editing software package";"48520000-9";"en"
"48521000-6";;"goods";"Pachete software de muzică sau editare audio";"48520000-9";"ro"
"48521000-6";;"goods";"Пакеты программного обеспечения для музыки или аудиомонтажа";"48520000-9";"ru"
"48522000-3";;"goods";"Virtual keyboard software package";"48520000-9";"en"
"48522000-3";;"goods";"Pachete software pentru tastaturi virtuale";"48520000-9";"ro"
"48522000-3";;"goods";"Пакеты программного обеспечения для виртуальных клавиатур";"48520000-9";"ru"
"48600000-4";;"goods";"Database and operating software package";"48000000-8";"en"
"48600000-4";;"goods";"Pachete software pentru baze de date şi operare";"48000000-8";"ro"
"48600000-4";;"goods";"Пакеты программного обеспечения для баз данных и работы с ними";"48000000-8";"ru"
"48610000-7";;"goods";"Database systems";"48600000-4";"en"
"48610000-7";;"goods";"Sisteme de baze de date";"48600000-4";"ro"
"48610000-7";;"goods";"Системы баз данных";"48600000-4";"ru"
"48611000-4";;"goods";"Database software package";"48610000-7";"en"
"48611000-4";;"goods";"Pachete software pentru baze de date";"48610000-7";"ro"
"48611000-4";;"goods";"Пакеты программного обеспечения для баз данных";"48610000-7";"ru"
"48612000-1";;"goods";"Database-management system";"48610000-7";"en"
"48612000-1";;"goods";"Sistem de gestiune a bazelor de date";"48610000-7";"ro"
"48612000-1";;"goods";"Система управления базой данных";"48610000-7";"ru"
"48613000-8";;"goods";"Electronic data management (EDM)";"48610000-7";"en"
"48613000-8";;"goods";"Gestionare electronică a datelor (GED)";"48610000-7";"ro"
"48613000-8";;"goods";"Компьютерное управление данными (GED)";"48610000-7";"ru"
"48614000-5";;"goods";"Data-acquisition system";"48610000-7";"en"
"48614000-5";;"goods";"Sistem de introducere a datelor";"48610000-7";"ro"
"48614000-5";;"goods";"Система ввода данных";"48610000-7";"ru"
"48620000-0";;"goods";"Operating systems";"48600000-4";"en"
"48620000-0";;"goods";"Sisteme de operare";"48600000-4";"ro"
"48620000-0";;"goods";"Операционные системы";"48600000-4";"ru"
"48621000-7";;"goods";"Mainframe operating system software package";"48620000-0";"en"
"48621000-7";;"goods";"Pachete software pentru sisteme de operare pentru mainframe";"48620000-0";"ro"
"48621000-7";;"goods";"Пакеты программного обеспечения для операционных систем мейнфреймов";"48620000-0";"ru"
"48622000-4";;"goods";"Minicomputer operating system software package";"48620000-0";"en"
"48622000-4";;"goods";"Pachete software pentru sisteme de operare pentru minicomputere";"48620000-0";"ro"
"48622000-4";;"goods";"Пакеты программного обеспечения для операционных систем миникомпьютеров";"48620000-0";"ru"
"48623000-1";;"goods";"Microcomputer operating system software package";"48620000-0";"en"
"48623000-1";;"goods";"Pachete software pentru sisteme de operare pentru microcomputere";"48620000-0";"ro"
"48623000-1";;"goods";"Пакеты программного обеспечения для операционных систем микрокомпьютеров";"48620000-0";"ru"
"48624000-8";;"goods";"Personal computer (PC) operating system software package";"48620000-0";"en"
"48624000-8";;"goods";"Pachete software pentru sisteme de operare pentru computere personale (PC)";"48620000-0";"ro"
"48624000-8";;"goods";"Пакеты программного обеспечения для операционных систем персональных компьютеров";"48620000-0";"ru"
"48625000-5";;"goods";"Open systems operating systems";"48620000-0";"en"
"48625000-5";;"goods";"Sisteme de operare pentru sisteme deschise";"48620000-0";"ro"
"48625000-5";;"goods";"Операционные системы для открытых систем";"48620000-0";"ru"
"48626000-2";;"goods";"Clustering software package";"48620000-0";"en"
"48626000-2";;"goods";"Pachete software pentru grupuri de calculatoare (cluster)";"48620000-0";"ro"
"48626000-2";;"goods";"Пакеты программного обеспечения для групп компьютеров (кластеров)";"48620000-0";"ru"
"48627000-9";;"goods";"Real-time operating system software package";"48620000-0";"en"
"48627000-9";;"goods";"Pachete software pentru sisteme de operare în timp real";"48620000-0";"ro"
"48627000-9";;"goods";"Пакеты программного обеспечения для систем управления в режиме реального времени";"48620000-0";"ru"
"48628000-9";;"goods";"Micro-channel architecture";"48620000-0";"en"
"48628000-9";;"goods";"Magistrală Micro Channel";"48620000-0";"ro"
"48628000-9";;"goods";"Микроканальная архитектура МСА";"48620000-0";"ru"
"48700000-5";;"goods";"Software package utilities";"48000000-8";"en"
"48700000-5";;"goods";"Utilitare pentru pachete software";"48000000-8";"ro"
"48700000-5";;"goods";"Утилиты для пакетов программного обеспечения";"48000000-8";"ru"
"48710000-8";;"goods";"Backup or recovery software package";"48700000-5";"en"
"48710000-8";;"goods";"Pachete software pentru copii de siguranţă (backup) sau recuperare";"48700000-5";"ro"
"48710000-8";;"goods";"Пакеты программного обеспечения для выполнения защитного копирования (бэк-ап) или восстановления данных";"48700000-5";"ru"
"48720000-1";;"goods";"Bar coding software package";"48700000-5";"en"
"48720000-1";;"goods";"Pachete software pentru coduri de bare";"48700000-5";"ro"
"48720000-1";;"goods";"Пакеты программного обеспечения для штрих-кодов";"48700000-5";"ru"
"48730000-4";;"goods";"Security software package";"48700000-5";"en"
"48730000-4";;"goods";"Pachete software de securitate";"48700000-5";"ro"
"48730000-4";;"goods";"Пакеты программного обеспечения для безопасности";"48700000-5";"ru"
"48731000-1";;"goods";"File security software package";"48730000-4";"en"
"48731000-1";;"goods";"Pachete software pentru securitatea fişierelor";"48730000-4";"ro"
"48731000-1";;"goods";"Пакеты программного обеспечения для безопасности файлов";"48730000-4";"ru"
"48732000-8";;"goods";"Data security software package";"48730000-4";"en"
"48732000-8";;"goods";"Pachete software pentru securitatea datelor";"48730000-4";"ro"
"48732000-8";;"goods";"Пакеты программного обеспечения для безопасности данных";"48730000-4";"ru"
"48740000-7";;"goods";"Foreign language translation software package";"48700000-5";"en"
"48740000-7";;"goods";"Pachete software de traducere în limbi străine";"48700000-5";"ro"
"48740000-7";;"goods";"Пакеты программного обеспечения для перевода на иностранные языки";"48700000-5";"ru"
"48750000-0";;"goods";"Storage media loading software package";"48700000-5";"en"
"48750000-0";;"goods";"Pachete software de încărcare a mediilor de stocare";"48700000-5";"ro"
"48750000-0";;"goods";"Пакеты программного обеспечения для загрузки данных на носители информации";"48700000-5";"ru"
"48760000-3";;"goods";"Virus protection software package";"48700000-5";"en"
"48760000-3";;"goods";"Pachete software de protecţie antivirus";"48700000-5";"ro"
"48760000-3";;"goods";"Пакеты программного обеспечения для антивирусной защиты";"48700000-5";"ru"
"48761000-0";;"goods";"Anti-virus software package";"48760000-3";"en"
"48761000-0";;"goods";"Pachete software antivirus";"48760000-3";"ro"
"48761000-0";;"goods";"Антивирусное программное обеспечение";"48760000-3";"ru"
"48770000-6";;"goods";"General, compression and print utility software package";"48700000-5";"en"
"48821000-9";;"goods";"Network servers";"48820000-2";"en"
"48770000-6";;"goods";"Pachete software utilitare generale, de comprimare şi de tipărire";"48700000-5";"ro"
"48770000-6";;"goods";"Основные утилитные пакеты программного обеспечения для сжатия и печати";"48700000-5";"ru"
"48771000-3";;"goods";"General utility software package";"48770000-6";"en"
"48771000-3";;"goods";"Pachete software utilitare generale";"48770000-6";"ro"
"48771000-3";;"goods";"Основные утилитные пакеты программного обеспечения";"48770000-6";"ru"
"48772000-0";;"goods";"Compression utilities";"48770000-6";"en"
"48772000-0";;"goods";"Utilitare de comprimare";"48770000-6";"ro"
"48772000-0";;"goods";"Утилиты для сжатия";"48770000-6";"ru"
"48773000-7";;"goods";"Print utility software package";"48770000-6";"en"
"48773000-7";;"goods";"Pachete software utilitare de tipărire";"48770000-6";"ro"
"48773000-7";;"goods";"Утилитные пакеты программного обеспечения для печати";"48770000-6";"ru"
"48773100-8";;"goods";"Print-spooling software package";"48773000-7";"en"
"48773100-8";;"goods";"Pachete software pentru tipărit în sistem ""coadă de aşteptare"" ";"48773000-7";"ro"
"48773100-8";;"goods";"Пакеты программного обеспечения для печати по системе очереди ожидания";"48773000-7";"ru"
"48780000-9";;"goods";"System, storage and content management software package";"48700000-5";"en"
"48780000-9";;"goods";"Pachete software pentru managementul sistemelor, al stocării şi al conţinutului";"48700000-5";"ro"
"48780000-9";;"goods";"Пакеты программного обеспечения для управления системами складирования и содержимого";"48700000-5";"ru"
"48781000-6";;"goods";"System management software package";"48780000-9";"en"
"48781000-6";;"goods";"Pachete software pentru managementul sistemelor";"48780000-9";"ro"
"48781000-6";;"goods";"Пакеты программного обеспечения для управления системами";"48780000-9";"ru"
"48782000-3";;"goods";"Storage management software package";"48780000-9";"en"
"48782000-3";;"goods";"Pachete software pentru managementul stocării";"48780000-9";"ro"
"48782000-3";;"goods";"Пакеты программного обеспечения для управления складированием";"48780000-9";"ru"
"48783000-0";;"goods";"Content management software package";"48780000-9";"en"
"48783000-0";;"goods";"Pachete software pentru managementul conţinutului";"48780000-9";"ro"
"48783000-0";;"goods";"Пакеты программного обеспечения для управления содержимым";"48780000-9";"ru"
"48790000-2";;"goods";"Version checker software package";"48700000-5";"en"
"48790000-2";;"goods";"Pachete software de verificare a versiunilor";"48700000-5";"ro"
"48790000-2";;"goods";"Пакеты программного обеспечения для проверки версии";"48700000-5";"ru"
"48800000-6";;"goods";"Information systems and servers";"48000000-8";"en"
"48800000-6";;"goods";"Sisteme de informare şi servere";"48000000-8";"ro"
"48800000-6";;"goods";"Информационные системы и серверы";"48000000-8";"ru"
"48810000-9";;"goods";"Information systems";"48800000-6";"en"
"48810000-9";;"goods";"Sisteme de informare";"48800000-6";"ro"
"48810000-9";;"goods";"Информационные системы";"48800000-6";"ru"
"48811000-6";;"goods";"E-mail system";"48810000-9";"en"
"48811000-6";;"goods";"Sisteme de poştă electronică";"48810000-9";"ro"
"48811000-6";;"goods";"Системы электронной почты";"48810000-9";"ru"
"48812000-3";;"goods";"Financial information systems";"48810000-9";"en"
"48812000-3";;"goods";"Sisteme de informare în domeniul financiar";"48810000-9";"ro"
"48812000-3";;"goods";"Финансовые информационные системы";"48810000-9";"ru"
"48813000-0";;"goods";"Passenger information system";"48810000-9";"en"
"48813000-0";;"goods";"Sisteme de informare a pasagerilor";"48810000-9";"ro"
"48813000-0";;"goods";"Системы информации для пассажиров";"48810000-9";"ru"
"48813100-1";;"goods";"Electronic bulletin boards";"48813000-0";"en"
"48813100-1";;"goods";"Tabele electronice";"48813000-0";"ro"
"48813100-1";;"goods";"Электронные таблицы";"48813000-0";"ru"
"48813200-2";;"goods";"Real-time passenger information system";"48813000-0";"en"
"48813200-2";;"goods";"Sistem de informare în timp real a pasagerilor";"48813000-0";"ro"
"48813200-2";;"goods";"Информационная система для пассажиров в режиме реального времени";"48813000-0";"ru"
"48814000-7";;"goods";"Medical information systems";"48810000-9";"en"
"48814000-7";;"goods";"Sistem de informare în domeniul medical";"48810000-9";"ro"
"48814000-7";;"goods";"Медицинские информационные системы";"48810000-9";"ru"
"48814100-8";;"goods";"Nursing information system";"48814000-7";"en"
"48814100-8";;"goods";"Sistem de informare în domeniul asistenţei medicale";"48814000-7";"ro"
"48814100-8";;"goods";"Информационная система в области здравоохранении";"48814000-7";"ru"
"48814200-9";;"goods";"Patient-administration system";"48814000-7";"en"
"48814200-9";;"goods";"Sistem de administrare a pacienţilor";"48814000-7";"ro"
"48814200-9";;"goods";"Система администрирования пациентов";"48814000-7";"ru"
"48814300-0";;"goods";"Theatre management system";"48814000-7";"en"
"48814300-0";;"goods";"Sistem de gestiune a sălilor de operaţie";"48814000-7";"ro"
"48814300-0";;"goods";"Система управления операционными залами";"48814000-7";"ru"
"48814400-1";;"goods";"Clinical information system";"48814000-7";"en"
"48814400-1";;"goods";"Sistem de informare pentru clinici";"48814000-7";"ro"
"48814400-1";;"goods";"Клиническая информационная система";"48814000-7";"ru"
"48814500-2";;"goods";"Casemix system";"48814000-7";"en"
"48814500-2";;"goods";"Sistem de administrare a pacienţilor de tip Casemix";"48814000-7";"ro"
"48814500-2";;"goods";"Система администрирования пациентов типа Casemix";"48814000-7";"ru"
"48820000-2";;"goods";"Servers";"48800000-6";"en"
"48820000-2";;"goods";"Servere";"48800000-6";"ro"
"48820000-2";;"goods";"Серверы";"48800000-6";"ru"
"48821000-9";;"goods";"Servere de reţea";"48820000-2";"ro"
"48821000-9";;"goods";"Сетевые серверы";"48820000-2";"ru"
"48822000-6";;"goods";"Computer servers";"48820000-2";"en"
"48822000-6";;"goods";"Servere pentru calculatoare";"48820000-2";"ro"
"48822000-6";;"goods";"Серверы для компьютеров";"48820000-2";"ru"
"48823000-3";;"goods";"File servers";"48820000-2";"en"
"48823000-3";;"goods";"Servere de fişiere";"48820000-2";"ro"
"48823000-3";;"goods";"Файловые серверы";"48820000-2";"ru"
"48824000-0";;"goods";"Printer servers";"48820000-2";"en"
"48824000-0";;"goods";"Servere pentru imprimante";"48820000-2";"ro"
"48824000-0";;"goods";"Принтерные серверы";"48820000-2";"ru"
"48825000-7";;"goods";"Web servers";"48820000-2";"en"
"48825000-7";;"goods";"Servere web";"48820000-2";"ro"
"48825000-7";;"goods";"Интернет-серверы";"48820000-2";"ru"
"48900000-7";;"goods";"Miscellaneous software package and computer systems";"48000000-8";"en"
"48900000-7";;"goods";"Diverse pachete software şi sisteme informatice";"48000000-8";"ro"
"48900000-7";;"goods";"Различные пакеты программного обеспечения и информационные системы";"48000000-8";"ru"
"48910000-0";;"goods";"Computer game software package, family titles and screen savers";"48900000-7";"en"
"48910000-0";;"goods";"Pachete software pentru jocuri pe calculator, jocuri pentru copii şi screen savere";"48900000-7";"ro"
"48910000-0";;"goods";"Пакеты программного обеспечения для компьютерных игр, игр для детей и скринсейверов (экранных заставок)";"48900000-7";"ru"
"48911000-7";;"goods";"Computer game software package";"48910000-0";"en"
"48911000-7";;"goods";"Pachete software pentru jocuri pe calculator";"48910000-0";"ro"
"48911000-7";;"goods";"Пакеты программного обеспечения для компьютерных игр";"48910000-0";"ru"
"48912000-4";;"goods";"Family titles";"48910000-0";"en"
"48912000-4";;"goods";"Jocuri pentru copii";"48910000-0";"ro"
"48912000-4";;"goods";"Детские игры";"48910000-0";"ru"
"48913000-1";;"goods";"Screen savers";"48910000-0";"en"
"48913000-1";;"goods";"Screen savere";"48910000-0";"ro"
"48913000-1";;"goods";"Экранные заставки";"48910000-0";"ru"
"48920000-3";;"goods";"Office automation software package";"48900000-7";"en"
"48920000-3";;"goods";"Pachete software de birotică";"48900000-7";"ro"
"48920000-3";;"goods";"Пакеты программного обеспечения для офиса";"48900000-7";"ru"
"48921000-0";;"goods";"Automation system";"48920000-3";"en"
"48921000-0";;"goods";"Sisteme de automatizare";"48920000-3";"ro"
"48921000-0";;"goods";"Системы автоматизации";"48920000-3";"ru"
"48930000-6";;"goods";"Training and entertainment software package";"48900000-7";"en"
"48930000-6";;"goods";"Pachete software de formare profesională şi divertisment";"48900000-7";"ro"
"48930000-6";;"goods";"Пакеты программного обеспечения для профессиональной подготовки и развлечения";"48900000-7";"ru"
"48931000-3";;"goods";"Training software package";"48930000-6";"en"
"48931000-3";;"goods";"Pachete software de formare profesională";"48930000-6";"ro"
"48931000-3";;"goods";"Пакеты программного обеспечения для профессиональной подготовки";"48930000-6";"ru"
"48932000-0";;"goods";"Entertainment software package";"48930000-6";"en"
"48932000-0";;"goods";"Pachete software de divertisment";"48930000-6";"ro"
"48932000-0";;"goods";"Пакеты программного обеспечения для развлечения";"48930000-6";"ru"
"48940000-9";;"goods";"Pattern design and calendar software package";"48900000-7";"en"
"48940000-9";;"goods";"Pachete software pentru crearea de modele şi calendare";"48900000-7";"ro"
"48940000-9";;"goods";"Пакеты программного обеспечения для создания моделей и календарей";"48900000-7";"ru"
"48941000-6";;"goods";"Pattern design software package";"48940000-9";"en"
"48941000-6";;"goods";"Pachete software pentru crearea de modele";"48940000-9";"ro"
"48941000-6";;"goods";"Пакеты программного обеспечения для создания моделей";"48940000-9";"ru"
"48942000-3";;"goods";"Calendar software package";"48940000-9";"en"
"48942000-3";;"goods";"Pachete software pentru calendare";"48940000-9";"ro"
"48942000-3";;"goods";"Пакеты программного обеспечения для календарей";"48940000-9";"ru"
"48950000-2";;"goods";"Boat-location and public address system";"48900000-7";"en"
"48950000-2";;"goods";"Sisteme de localizare a navelor şi de sonorizare";"48900000-7";"ro"
"48950000-2";;"goods";"Системы определения местоположения судов и системы оповещения";"48900000-7";"ru"
"48951000-9";;"goods";"Boat-location system";"48950000-2";"en"
"48951000-9";;"goods";"Sistem de localizare a navelor";"48950000-2";"ro"
"48951000-9";;"goods";"Системы определения местоположения судов";"48950000-2";"ru"
"48952000-6";;"goods";"Public address systems";"48950000-2";"en"
"48952000-6";;"goods";"Sistem de sonorizare";"48950000-2";"ro"
"48952000-6";;"goods";"Системы оповещения";"48950000-2";"ru"
"48960000-5";;"goods";"Drivers and system software package";"48900000-7";"en"
"48960000-5";;"goods";"Drivere şi pachete software pentru sisteme";"48900000-7";"ro"
"48960000-5";;"goods";"Драйверы и пакеты программного обеспечения для систем";"48900000-7";"ru"
"48961000-2";;"goods";"Ethernet drivers";"48960000-5";"en"
"48961000-2";;"goods";"Drivere pentru Ethernet";"48960000-5";"ro"
"48961000-2";;"goods";"Драйверы для Ethernet";"48960000-5";"ru"
"48962000-9";;"goods";"Graphics card drivers";"48960000-5";"en"
"48962000-9";;"goods";"Drivere pentru plăci grafice";"48960000-5";"ro"
"48962000-9";;"goods";"Драйверы для видеокарт";"48960000-5";"ru"
"48970000-8";;"goods";"Print shop software package";"48900000-7";"en"
"48970000-8";;"goods";"Pachete software pentru tipărire";"48900000-7";"ro"
"48970000-8";;"goods";"Пакеты программного обеспечения для печати";"48900000-7";"ru"
"48971000-5";;"goods";"Address book making software package";"48970000-8";"en"
"48971000-5";;"goods";"Pachete software de creare de agende telefonice";"48970000-8";"ro"
"48971000-5";;"goods";"Пакеты программного обеспечения для создания телефонных книг";"48970000-8";"ru"
"48972000-2";;"goods";"Label making software package";"48970000-8";"en"
"48972000-2";;"goods";"Pachete software de editare de etichete";"48970000-8";"ro"
"48972000-2";;"goods";"Пакеты программного обеспечения для редактирования ярлыков, этикеток, тэгов";"48970000-8";"ru"
"48980000-1";;"goods";"Programming languages and tools";"48900000-7";"en"
"48980000-1";;"goods";"Limbaje şi instrumente de programare";"48900000-7";"ro"
"48980000-1";;"goods";"Языки и инструменты программирования";"48900000-7";"ru"
"48981000-8";;"goods";"Compiling software packages";"48980000-1";"en"
"48981000-8";;"goods";"Pachete software de compilare";"48980000-1";"ro"
"48981000-8";;"goods";"Пакеты программного обеспечения для компиляции";"48980000-1";"ru"
"48982000-5";;"goods";"Configuration management software package";"48980000-1";"en"
"48982000-5";;"goods";"Pachete software pentru gestionarea configuraţiilor";"48980000-1";"ro"
"48982000-5";;"goods";"Пакеты программного обеспечения для управления конфигурациями";"48980000-1";"ru"
"48983000-2";;"goods";"Development software package";"48980000-1";"en"
"48983000-2";;"goods";"Pachete software de dezvoltare";"48980000-1";"ro"
"48983000-2";;"goods";"Пакеты программного обеспечения для разработок";"48980000-1";"ru"
"48984000-9";;"goods";"Graphical user interface (GUI) tools";"48980000-1";"en"
"48984000-9";;"goods";"Instrumente de interfaţă grafică pentru utilizator (GUI)";"48980000-1";"ro"
"48984000-9";;"goods";"Инструменты графического пользовательского интерфейса (GUI)";"48980000-1";"ru"
"48985000-6";;"goods";"Programming languages";"48980000-1";"en"
"48985000-6";;"goods";"Limbaje de programare";"48980000-1";"ro"
"48985000-6";;"goods";"Языки программирования";"48980000-1";"ru"
"48986000-3";;"goods";"Program testing software package";"48980000-1";"en"
"48986000-3";;"goods";"Pachete software de testare a programelor";"48980000-1";"ro"
"48986000-3";;"goods";"Пакеты программного обеспечения для тестирования программного обеспечения";"48980000-1";"ru"
"48987000-0";;"goods";"Debugging software package";"48980000-1";"en"
"48987000-0";;"goods";"Pachete software de depanare (debugging)";"48980000-1";"ro"
"48987000-0";;"goods";"Пакеты программного обеспечения для отладки (дебаг)";"48980000-1";"ru"
"48990000-4";;"goods";"Spreadsheets and enhancement software package";"48900000-7";"en"
"48990000-4";;"goods";"Pachete software pentru foi de calcul şi de îmbunătăţire";"48900000-7";"ro"
"48990000-4";;"goods";"Пакеты программ для электронных таблиц и улучшений";"48900000-7";"ru"
"48991000-1";;"goods";"Spreadsheet software package";"48990000-4";"en"
"48991000-1";;"goods";"Pachete software pentru foi de calcul";"48990000-4";"ro"
"48991000-1";;"goods";"Пакеты программ для электронных таблиц";"48990000-4";"ru"
"50000000-5";;"services";"Repair and maintenance services";"";"en"
"50000000-5";;"services";"Servicii de reparare şi întreţinere";"";"ro"
"50000000-5";;"services";"Услуги по ремонту и техническому обслуживанию";"";"ru"
"50100000-6";;"services";"Repair, maintenance and associated services of vehicles and related equipment";"50000000-5";"en"
"50100000-6";;"services";"Servicii de reparare şi de întreţinere a vehiculelor şi a echipamentelor aferente şi servicii conexe";"50000000-5";"ro"
"50100000-6";;"services";"Ремонт и техническое обслуживание транспортных средств и оборудования и сопутствующие услуги";"50000000-5";"ru"
"50110000-9";;"services";"Repair and maintenance services of motor vehicles and associated equipment";"50100000-6";"en"
"50110000-9";;"services";"Servicii de reparare şi de întreţinere a autovehiculelor şi a echipamentelor conexe";"50100000-6";"ro"
"50110000-9";;"services";"Ремонт и техническое обслуживание автотранспортных средств и сопутствующего оборудования";"50100000-6";"ru"
"50111000-6";;"services";"Fleet management, repair and maintenance services";"50110000-9";"en"
"50111000-6";;"services";"Servicii de gestionare, de reparare şi de întreţinere a parcurilor de vehicule";"50110000-9";"ro"
"50111000-6";;"services";"Управление, ремонт и обслуживание автопарков";"50110000-9";"ru"
"50111100-7";;"services";"Vehicle-fleet management services";"50111000-6";"en"
"50111100-7";;"services";"Servicii de gestionare a parcurilor de vehicule";"50111000-6";"ro"
"50111100-7";;"services";"Управление автопарками";"50111000-6";"ru"
"50111110-0";;"services";"Vehicle-fleet-support services";"50111000-6";"en"
"50111110-0";;"services";"Servicii de asistenţă pentru parcurile de vehicule";"50111000-6";"ro"
"50111110-0";;"services";"Услуги по поддержке деятельности автопарков";"50111000-6";"ru"
"50112000-3";;"services";"Repair and maintenance services of cars";"50110000-9";"en"
"50112000-3";;"services";"Servicii de reparare şi de întreţinere a automobilelor";"50110000-9";"ro"
"50112000-3";;"services";"Ремонт и техническое обслуживание автомобилей";"50110000-9";"ru"
"50112100-4";;"services";"Car repair services";"50112000-3";"en"
"50112100-4";;"services";"Servicii de reparare a automobilelor";"50112000-3";"ro"
"50112100-4";;"services";"Ремонт автомобилей";"50112000-3";"ru"
"50112110-7";;"services";"Body-repair services for vehicles";"50112000-3";"en"
"50112110-7";;"services";"Servicii de reparare a caroseriilor de vehicule";"50112000-3";"ro"
"50112110-7";;"services";"Ремонт кузова автомобилей";"50112000-3";"ru"
"50112111-4";;"services";"Panel-beating services";"50112000-3";"en"
"50112111-4";;"services";"Servicii de reparare a caroseriilor";"50112000-3";"ro"
"50112111-4";;"services";"Ремонт кузовов";"50112000-3";"ru"
"50112120-0";;"services";"Windscreen replacement services";"50112000-3";"en"
"50112120-0";;"services";"Servicii de înlocuire a parbrizelor";"50112000-3";"ro"
"50112120-0";;"services";"Замена ветрового стекла";"50112000-3";"ru"
"50112200-5";;"services";"Car maintenance services";"50112000-3";"en"
"50112200-5";;"services";"Servicii de întreţinere a automobilelor";"50112000-3";"ro"
"50112200-5";;"services";"Техническое обслуживание автомобилей";"50112000-3";"ru"
"50112300-6";;"services";"Car-washing and similar services";"50112000-3";"en"
"50112300-6";;"services";"Servicii de spălare a automobilelor şi servicii similare";"50112000-3";"ro"
"50112300-6";;"services";"Автомойка и аналогичные услуги";"50112000-3";"ru"
"50113000-0";;"services";"Repair and maintenance services of buses";"50110000-9";"en"
"50113000-0";;"services";"Servicii de reparare şi de întreţinere a autobuzelor";"50110000-9";"ro"
"50113000-0";;"services";"Ремонт и техническое обслуживание автобусов";"50110000-9";"ru"
"50113100-1";;"services";"Bus repair services";"50113000-0";"en"
"50113100-1";;"services";"Servicii de reparare a autobuzelor";"50113000-0";"ro"
"50113100-1";;"services";"Ремонт автобусов";"50113000-0";"ru"
"50113200-2";;"services";"Bus maintenance services";"50113000-0";"en"
"50113200-2";;"services";"Servicii de întreţinere a autobuzelor";"50113000-0";"ro"
"50113200-2";;"services";"Техническое обслуживание автобусов";"50113000-0";"ru"
"50114000-7";;"services";"Repair and maintenance services of trucks";"50110000-9";"en"
"50114000-7";;"services";"Servicii de reparare şi de întreţinere a camioanelor";"50110000-9";"ro"
"50114000-7";;"services";"Ремонт и техническое обслуживание грузовых автомобилей";"50110000-9";"ru"
"50114100-8";;"services";"Truck repair services";"50114000-7";"en"
"50114100-8";;"services";"Servicii de reparare a camioanelor";"50114000-7";"ro"
"50114100-8";;"services";"Ремонт грузовых автомобилей";"50114000-7";"ru"
"50114200-9";;"services";"Truck maintenance services";"50114000-7";"en"
"50114200-9";;"services";"Servicii de întreţinere a camioanelor";"50114000-7";"ro"
"50114200-9";;"services";"Техническое обслуживание грузовых автомобилей";"50114000-7";"ru"
"50115000-4";;"services";"Repair and maintenance services of motorcycles";"50110000-9";"en"
"50115000-4";;"services";"Servicii de reparare şi de întreţinere a motocicletelor";"50110000-9";"ro"
"50115000-4";;"services";"Ремонт и техническое обслуживание мотоциклов";"50110000-9";"ru"
"50115100-5";;"services";"Motorcycle repair services";"50115000-4";"en"
"50115100-5";;"services";"Servicii de reparare a motocicletelor";"50115000-4";"ro"
"50115100-5";;"services";"Ремонт мотоциклов";"50115000-4";"ru"
"50115200-6";;"services";"Motorcycle maintenance services";"50115000-4";"en"
"50115200-6";;"services";"Servicii de întreţinere a motocicletelor";"50115000-4";"ro"
"50115200-6";;"services";"Техническое обслуживание мотоциклов";"50115000-4";"ru"
"50116000-1";;"services";"Maintenance and repair services related to specific parts of vehicles";"50110000-9";"en"
"50116000-1";;"services";"Servicii de reparare şi de întreţinere a pieselor speciale pentru vehicule";"50110000-9";"ro"
"50116000-1";;"services";"Ремонт и техническое обслуживание определенных частей транспортных средств";"50110000-9";"ru"
"50116100-2";;"services";"Electrical-system repair services";"50116000-1";"en"
"50116100-2";;"services";"Servicii de reparare a sistemelor electrice";"50116000-1";"ro"
"50116100-2";;"services";"Ремонт электрических систем";"50116000-1";"ru"
"50116200-3";;"services";"Repair and maintenance services of vehicle brakes and brake parts";"50116000-1";"en"
"50116200-3";;"services";"Servicii de reparare şi de întreţinere a frânelor pentru vehicule şi a pieselor pentru frâne";"50116000-1";"ro"
"50116200-3";;"services";"Ремонт и техническое обслуживание тормозов и частей тормозных систем транспортных средств";"50116000-1";"ru"
"50116300-4";;"services";"Repair and maintenance services of vehicle gearboxes";"50116000-1";"en"
"50116300-4";;"services";"Servicii de reparare şi de întreţinere a cutiilor de viteze pentru vehicule";"50116000-1";"ro"
"50116300-4";;"services";"Ремонт и обслуживание коробок передач автомобилей";"50116000-1";"ru"
